Date,Shift,Mold ID,Part Name,Wear Level (%),Surface Roughness (Ra μm),Clearance (mm),Alignment Accuracy (mm),Leak Check,Corrosion,Crack Detected,Function Test,Lubrication Status,Pass/Fail
2025-05-07,Shift 1,MOLD504,Sprue Bushing,57.2,0.86,0.253,0.041,Pass,Moderate,No,Pass,Dry,Pass
2025-05-07,Shift 2,MOLD781,Lifter,18.9,0.69,0.046,0.197,Fail,Moderate,Yes,Pass,Good,Fail
2025-05-07,Shift 2,MOLD674,Guide Pin,61.2,0.24,0.459,0.03,Fail,None,No,Pass,Dry,Pass
2025-05-07,Shift 2,MOLD556,Runner Channel,5.8,0.46,0.157,0.015,Fail,Severe,Yes,Fail,Needs Reapply,Pass
2025-05-08,Shift 1,MOLD678,Cavity Plate,23.5,0.74,0.179,0.064,Pass,Severe,Yes,Pass,Dry,Pass
2025-05-08,Shift 1,MOLD181,Ejector Pins,72.7,0.7,0.299,0.196,Fail,Moderate,No,Pass,Needs Reapply,Fail
2025-05-08,Shift 1,MOLD715,Sprue Bushing,54.5,0.3,0.293,0.043,Pass,Minor,No,Fail,Dry,Pass
2025-05-08,Shift 2,MOLD819,Slide Unit,46.9,0.95,0.403,0.167,Pass,Severe,No,Pass,Good,Fail
2025-05-08,Shift 2,MOLD360,Support Pillar,44.3,0.45,0.083,0.119,Pass,Minor,No,Fail,Good,Pass
2025-05-08,Shift 2,MOLD117,Support Pillar,73.5,0.98,0.257,0.109,Fail,Severe,No,Fail,Good,Pass
2025-05-09,Shift 1,MOLD431,Core Puller,7.0,1.13,0.116,0.034,Pass,Moderate,No,Fail,Needs Reapply,Fail
2025-05-09,Shift 1,MOLD375,Vent Groove,11.5,0.71,0.108,0.169,Pass,None,Yes,Fail,Good,Fail
2025-05-09,Shift 1,MOLD203,Cooling Channel,14.3,0.53,0.118,0.105,Pass,None,No,Pass,Dry,Pass
2025-05-09,Shift 2,MOLD917,Guide Pin,32.2,0.56,0.414,0.042,Fail,Moderate,Yes,Fail,Dry,Pass
2025-05-09,Shift 2,MOLD892,Clamp Plate,74.0,1.0,0.015,0.08,Pass,Minor,Yes,Fail,Good,Pass
2025-05-09,Shift 2,MOLD464,Vent Groove,50.5,0.16,0.466,0.126,Fail,Minor,Yes,Pass,Needs Reapply,Pass
2025-05-10,Shift 1,MOLD862,Ejector Pins,19.3,0.77,0.229,0.112,Pass,Severe,No,Pass,Needs Reapply,Pass
2025-05-10,Shift 1,MOLD179,Core Plate,86.3,0.33,0.418,0.064,Pass,Severe,No,Fail,Needs Reapply,Fail
2025-05-10,Shift 1,MOLD267,Cooling Channel,88.8,0.25,0.341,0.052,Fail,Severe,No,Pass,Dry,Fail
2025-05-10,Shift 2,MOLD549,Core Puller,24.7,0.9,0.495,0.051,Fail,Minor,No,Pass,Good,Pass
2025-05-10,Shift 2,MOLD507,Lifter,93.4,0.33,0.251,0.029,Pass,Severe,Yes,Pass,Dry,Fail
2025-05-10,Shift 2,MOLD325,Support Pillar,47.6,0.26,0.375,0.195,Fail,Minor,Yes,Pass,Needs Reapply,Fail
2025-05-11,Shift 1,MOLD584,Ejector Plate,62.1,0.98,0.445,0.024,Pass,None,Yes,Fail,Needs Reapply,Pass
2025-05-11,Shift 1,MOLD855,Runner Channel,48.8,0.64,0.097,0.028,Pass,Moderate,No,Pass,Dry,Pass
2025-05-11,Shift 1,MOLD729,Slide Unit,5.3,0.37,0.239,0.101,Pass,Severe,Yes,Fail,Good,Pass
2025-05-11,Shift 2,MOLD917,Guide Pin,32.2,0.56,0.414,0.042,Fail,Moderate,Yes,Fail,Dry,Pass
2025-05-11,Shift 2,MOLD268,Sprue Bushing,11.9,0.12,0.355,0.168,Pass,Moderate,No,Pass,Needs Reapply,Fail
2025-05-11,Shift 2,MOLD254,Clamp Plate,12.4,0.12,0.305,0.114,Pass,Minor,No,Pass,Dry,Pass
2025-05-12,Shift 1,MOLD473,Hot Runner Manifold,62.6,0.41,0.103,0.098,Fail,Moderate,Yes,Fail,Needs Reapply,Pass
2025-05-12,Shift 1,MOLD450,Core Plate,63.1,0.2,0.19,0.163,Fail,Severe,Yes,Pass,Dry,Fail
2025-05-12,Shift 1,MOLD639,Support Pillar,22.5,0.66,0.254,0.081,Fail,None,Yes,Pass,Needs Reapply,Pass
2025-05-12,Shift 2,MOLD892,Clamp Plate,74.0,1.0,0.015,0.08,Pass,Minor,Yes,Fail,Good,Pass
2025-05-12,Shift 2,MOLD208,Support Pillar,84.4,0.8,0.024,0.123,Fail,Severe,No,Fail,Dry,Fail
2025-05-12,Shift 2,MOLD752,Sprue Bushing,15.9,1.18,0.221,0.181,Fail,Moderate,Yes,Pass,Good,Fail
2025-05-13,Shift 1,MOLD142,Clamp Plate,25.8,0.16,0.5,0.077,Fail,None,No,Pass,Needs Reapply,Pass
2025-05-13,Shift 1,MOLD624,Runner Channel,87.5,0.82,0.246,0.131,Pass,Minor,Yes,Pass,Dry,Fail
2025-05-13,Shift 1,MOLD197,Runner Channel,70.2,0.9,0.382,0.04,Pass,Minor,No,Fail,Good,Pass
2025-05-13,Shift 2,MOLD803,Runner Channel,89.3,1.15,0.152,0.175,Fail,Minor,Yes,Pass,Dry,Fail
2025-05-13,Shift 2,MOLD539,Core Plate,13.8,0.44,0.207,0.057,Fail,None,No,Fail,Good,Pass
2025-05-13,Shift 2,MOLD840,Clamp Plate,55.1,1.02,0.164,0.176,Fail,Severe,No,Pass,Good,Fail
2025-05-14,Shift 1,MOLD278,Ejector Plate,50.3,0.18,0.204,0.178,Fail,Minor,Yes,Pass,Good,Fail
2025-05-14,Shift 1,MOLD862,Ejector Pins,19.3,0.77,0.229,0.112,Pass,Severe,No,Pass,Needs Reapply,Pass
2025-05-14,Shift 1,MOLD999,Core Plate,51.8,0.41,0.09,0.188,Pass,Minor,Yes,Fail,Good,Fail
2025-05-14,Shift 2,MOLD881,Lifter,29.5,0.49,0.371,0.05,Pass,Severe,Yes,Pass,Good,Pass
2025-05-14,Shift 2,MOLD311,Guide Bushing,15.2,1.12,0.197,0.154,Fail,Minor,Yes,Pass,Needs Reapply,Fail
2025-05-14,Shift 2,MOLD338,Hot Runner Manifold,4.5,1.2,0.113,0.174,Pass,Minor,Yes,Fail,Needs Reapply,Fail
2025-05-15,Shift 1,MOLD463,Core Puller,88.0,0.29,0.484,0.174,Pass,Severe,No,Pass,Dry,Fail
2025-05-15,Shift 1,MOLD278,Ejector Plate,50.3,0.18,0.204,0.178,Fail,Minor,Yes,Pass,Good,Fail
2025-05-15,Shift 1,MOLD902,Ejector Plate,45.5,0.35,0.332,0.185,Pass,Minor,Yes,Fail,Needs Reapply,Fail
2025-05-15,Shift 2,MOLD351,Runner Channel,80.4,0.73,0.146,0.186,Fail,Severe,Yes,Pass,Good,Fail
2025-05-15,Shift 2,MOLD995,Core Puller,20.8,0.86,0.181,0.13,Pass,Minor,No,Fail,Dry,Pass
2025-05-15,Shift 2,MOLD559,Vent Groove,5.7,0.37,0.459,0.097,Fail,Moderate,Yes,Fail,Needs Reapply,Pass
2025-05-16,Shift 1,MOLD458,Guide Bushing,92.4,0.83,0.304,0.107,Fail,Minor,Yes,Pass,Needs Reapply,Fail
2025-05-16,Shift 1,MOLD318,Runner Channel,15.9,0.63,0.435,0.151,Pass,Minor,Yes,Pass,Dry,Fail
2025-05-16,Shift 1,MOLD715,Sprue Bushing,54.5,0.3,0.293,0.043,Pass,Minor,No,Fail,Dry,Pass
2025-05-16,Shift 2,MOLD522,Gate Insert,36.9,0.17,0.109,0.012,Pass,Severe,No,Fail,Dry,Pass
2025-05-16,Shift 2,MOLD257,Vent Groove,12.4,1.0,0.021,0.106,Pass,Minor,No,Pass,Needs Reapply,Pass
2025-05-16,Shift 2,MOLD772,Hot Runner Manifold,72.5,0.29,0.353,0.08,Fail,Minor,No,Pass,Good,Pass
2025-05-17,Shift 1,MOLD565,Support Pillar,73.6,0.22,0.403,0.156,Fail,Severe,No,Fail,Good,Fail
2025-05-17,Shift 1,MOLD317,Core Plate,83.0,0.58,0.055,0.165,Fail,Severe,Yes,Fail,Dry,Fail
2025-05-17,Shift 1,MOLD280,Hot Runner Manifold,24.4,0.32,0.259,0.157,Fail,Minor,No,Pass,Needs Reapply,Fail
2025-05-17,Shift 2,MOLD560,Runner Channel,15.0,0.57,0.418,0.128,Fail,Moderate,Yes,Pass,Needs Reapply,Pass
2025-05-17,Shift 2,MOLD321,Hot Runner Manifold,89.7,0.82,0.259,0.196,Fail,Severe,Yes,Pass,Needs Reapply,Fail
2025-05-17,Shift 2,MOLD215,Cavity Plate,56.4,0.64,0.199,0.143,Fail,Severe,Yes,Pass,Dry,Pass
2025-05-18,Shift 1,MOLD187,Core Puller,99.4,0.97,0.039,0.167,Pass,Severe,Yes,Fail,Good,Fail
2025-05-18,Shift 1,MOLD782,Runner Channel,20.6,0.1,0.119,0.019,Pass,None,No,Pass,Good,Pass
2025-05-18,Shift 1,MOLD883,Hot Runner Manifold,82.3,0.89,0.17,0.183,Fail,None,Yes,Fail,Dry,Fail
2025-05-18,Shift 2,MOLD197,Runner Channel,70.2,0.9,0.382,0.04,Pass,Minor,No,Fail,Good,Pass
2025-05-18,Shift 2,MOLD634,Gate Insert,30.8,0.61,0.411,0.182,Pass,Severe,No,Pass,Dry,Fail
2025-05-18,Shift 2,MOLD308,Core Plate,58.5,0.75,0.278,0.096,Pass,Severe,Yes,Fail,Dry,Pass
2025-05-19,Shift 1,MOLD292,Core Puller,59.9,0.84,0.284,0.152,Pass,Severe,No,Fail,Dry,Fail
2025-05-19,Shift 1,MOLD766,Gate Insert,38.6,0.44,0.216,0.088,Fail,Moderate,Yes,Fail,Dry,Pass
2025-05-19,Shift 1,MOLD283,Ejector Plate,48.0,0.66,0.476,0.086,Pass,None,Yes,Pass,Good,Pass
2025-05-19,Shift 2,MOLD171,Cavity Plate,29.9,0.7,0.067,0.194,Fail,Severe,Yes,Fail,Dry,Fail
2025-05-19,Shift 2,MOLD197,Runner Channel,70.2,0.9,0.382,0.04,Pass,Minor,No,Fail,Good,Pass
2025-05-19,Shift 2,MOLD521,Ejector Pins,57.7,0.42,0.324,0.05,Fail,Severe,Yes,Fail,Good,Pass
2025-05-20,Shift 1,MOLD271,Guide Bushing,59.3,1.14,0.467,0.126,Pass,Minor,No,Pass,Dry,Fail
2025-05-20,Shift 1,MOLD201,Cavity Plate,92.4,1.07,0.455,0.185,Fail,Moderate,Yes,Fail,Needs Reapply,Fail
2025-05-20,Shift 1,MOLD231,Core Plate,7.7,0.44,0.172,0.134,Fail,Severe,Yes,Pass,Needs Reapply,Pass
2025-05-20,Shift 2,MOLD382,Runner Channel,86.5,0.54,0.432,0.128,Fail,Severe,Yes,Pass,Dry,Fail
2025-05-20,Shift 2,MOLD124,Support Pillar,11.1,0.74,0.056,0.147,Pass,None,Yes,Pass,Good,Pass
2025-05-20,Shift 2,MOLD669,Clamp Plate,9.7,0.1,0.055,0.115,Pass,Minor,No,Fail,Good,Pass
2025-05-21,Shift 1,MOLD908,Ejector Pins,41.2,0.41,0.263,0.051,Fail,Minor,No,Pass,Dry,Pass
2025-05-21,Shift 1,MOLD189,Vent Groove,64.0,0.79,0.295,0.138,Fail,Moderate,Yes,Pass,Good,Pass
2025-05-21,Shift 1,MOLD397,Gate Insert,4.9,1.13,0.348,0.196,Pass,Minor,Yes,Pass,Dry,Fail
2025-05-21,Shift 2,MOLD309,Ejector Plate,40.6,0.98,0.498,0.025,Pass,Minor,Yes,Fail,Needs Reapply,Pass
2025-05-21,Shift 2,MOLD865,Ejector Plate,15.9,0.25,0.487,0.174,Fail,None,Yes,Pass,Dry,Fail
2025-05-21,Shift 2,MOLD766,Gate Insert,38.6,0.44,0.216,0.088,Fail,Moderate,Yes,Fail,Dry,Pass
2025-05-22,Shift 1,MOLD154,Hot Runner Manifold,21.6,0.75,0.089,0.144,Pass,Minor,No,Fail,Good,Pass
2025-05-22,Shift 1,MOLD999,Core Plate,51.8,0.41,0.09,0.188,Pass,Minor,Yes,Fail,Good,Fail
2025-05-22,Shift 1,MOLD129,Vent Groove,10.6,0.1,0.286,0.146,Fail,None,No,Fail,Good,Pass
2025-05-22,Shift 2,MOLD436,Sprue Bushing,53.0,0.79,0.161,0.064,Pass,Minor,No,Fail,Good,Pass
2025-05-22,Shift 2,MOLD653,Guide Pin,23.9,0.67,0.097,0.089,Pass,None,No,Pass,Good,Pass
2025-05-22,Shift 2,MOLD653,Guide Pin,23.9,0.67,0.097,0.089,Pass,None,No,Pass,Good,Pass
2025-05-23,Shift 1,MOLD700,Core Puller,98.4,0.86,0.087,0.076,Pass,Moderate,No,Pass,Good,Fail
2025-05-23,Shift 1,MOLD473,Core Puller,69.7,1.0,0.149,0.082,Fail,Severe,No,Fail,Needs Reapply,Pass
2025-05-23,Shift 1,MOLD173,Guide Bushing,62.8,0.67,0.319,0.039,Fail,Severe,No,Fail,Good,Pass
2025-05-23,Shift 2,MOLD780,Hot Runner Manifold,70.3,0.92,0.086,0.128,Fail,None,No,Fail,Good,Pass
2025-05-23,Shift 2,MOLD280,Runner Channel,31.0,0.52,0.135,0.199,Fail,Moderate,Yes,Fail,Needs Reapply,Fail
2025-05-23,Shift 2,MOLD135,Sprue Bushing,47.1,1.15,0.041,0.067,Fail,None,No,Fail,Good,Fail
2025-05-24,Shift 1,MOLD793,Ejector Plate,14.8,0.66,0.095,0.174,Fail,Severe,Yes,Fail,Dry,Fail
2025-05-24,Shift 1,MOLD939,Lifter,48.3,0.95,0.445,0.105,Fail,Minor,Yes,Pass,Good,Pass
2025-05-24,Shift 1,MOLD749,Cavity Plate,55.9,0.18,0.463,0.198,Fail,Moderate,Yes,Fail,Good,Fail
2025-05-24,Shift 2,MOLD955,Support Pillar,41.3,0.63,0.357,0.083,Fail,Moderate,Yes,Fail,Needs Reapply,Pass
2025-05-24,Shift 2,MOLD521,Ejector Pins,57.7,0.42,0.324,0.05,Fail,Severe,Yes,Fail,Good,Pass
2025-05-24,Shift 2,MOLD121,Sprue Bushing,53.9,0.82,0.366,0.185,Pass,None,Yes,Pass,Good,Fail
2025-05-25,Shift 1,MOLD397,Gate Insert,4.9,1.13,0.348,0.196,Pass,Minor,Yes,Pass,Dry,Fail
2025-05-25,Shift 1,MOLD507,Lifter,93.4,0.33,0.251,0.029,Pass,Severe,Yes,Pass,Dry,Fail
2025-05-25,Shift 1,MOLD686,Sprue Bushing,32.6,0.68,0.465,0.047,Pass,None,Yes,Pass,Good,Pass
2025-05-25,Shift 2,MOLD292,Core Puller,59.9,0.84,0.284,0.152,Pass,Severe,No,Fail,Dry,Fail
2025-05-25,Shift 2,MOLD985,Ejector Pins,37.8,0.65,0.204,0.18,Fail,Moderate,Yes,Fail,Needs Reapply,Fail
2025-05-25,Shift 2,MOLD604,Clamp Plate,55.7,0.8,0.279,0.054,Fail,Moderate,Yes,Pass,Needs Reapply,Pass
2025-05-26,Shift 1,MOLD565,Ejector Pins,63.7,0.38,0.274,0.113,Pass,Severe,No,Fail,Needs Reapply,Pass
2025-05-26,Shift 1,MOLD915,Cooling Channel,67.0,0.8,0.22,0.058,Fail,Severe,No,Fail,Dry,Pass
2025-05-26,Shift 1,MOLD201,Cavity Plate,92.4,1.07,0.455,0.185,Fail,Moderate,Yes,Fail,Needs Reapply,Fail
2025-05-26,Shift 2,MOLD678,Cavity Plate,23.5,0.74,0.179,0.064,Pass,Severe,Yes,Pass,Dry,Pass
2025-05-26,Shift 2,MOLD988,Cooling Channel,13.6,0.41,0.266,0.035,Pass,Severe,No,Pass,Good,Pass
2025-05-26,Shift 2,MOLD950,Gate Insert,93.3,0.27,0.195,0.151,Fail,Moderate,Yes,Fail,Needs Reapply,Fail
2025-05-27,Shift 1,MOLD730,Guide Bushing,24.5,0.92,0.185,0.178,Pass,Moderate,Yes,Pass,Needs Reapply,Fail
2025-05-27,Shift 1,MOLD654,Cooling Channel,64.4,0.44,0.05,0.106,Fail,Severe,No,Pass,Needs Reapply,Pass
2025-05-27,Shift 1,MOLD692,Guide Pin,96.5,0.49,0.014,0.111,Fail,Minor,No,Pass,Dry,Fail
2025-05-27,Shift 2,MOLD753,Guide Bushing,79.1,0.53,0.218,0.162,Fail,Severe,No,Pass,Dry,Fail
2025-05-27,Shift 2,MOLD383,Vent Groove,95.0,1.11,0.211,0.101,Fail,Moderate,Yes,Fail,Dry,Fail
2025-05-27,Shift 2,MOLD806,Support Pillar,29.8,0.76,0.348,0.036,Pass,Moderate,Yes,Pass,Dry,Pass
2025-05-28,Shift 1,MOLD572,Lifter,58.8,0.27,0.063,0.035,Fail,Moderate,Yes,Fail,Dry,Pass
2025-05-28,Shift 1,MOLD333,Hot Runner Manifold,18.3,0.79,0.026,0.115,Pass,Moderate,Yes,Pass,Needs Reapply,Pass
2025-05-28,Shift 1,MOLD280,Support Pillar,31.9,0.27,0.272,0.098,Pass,Moderate,No,Fail,Needs Reapply,Pass
2025-05-28,Shift 2,MOLD852,Cavity Plate,44.4,0.12,0.399,0.091,Pass,Minor,No,Fail,Needs Reapply,Pass
2025-05-28,Shift 2,MOLD873,Cooling Channel,10.6,0.57,0.437,0.053,Fail,Severe,No,Pass,Needs Reapply,Pass
2025-05-28,Shift 2,MOLD307,Lifter,45.9,0.88,0.425,0.065,Fail,Minor,No,Fail,Good,Pass
2025-05-29,Shift 1,MOLD861,Hot Runner Manifold,83.4,0.23,0.259,0.021,Pass,None,No,Fail,Dry,Fail
2025-05-29,Shift 1,MOLD430,Guide Pin,77.9,0.25,0.117,0.178,Pass,None,No,Fail,Good,Fail
2025-05-29,Shift 1,MOLD268,Guide Bushing,31.5,0.88,0.089,0.173,Pass,None,No,Fail,Good,Fail
2025-05-29,Shift 2,MOLD770,Guide Bushing,97.4,0.28,0.156,0.199,Fail,Minor,Yes,Pass,Needs Reapply,Fail
2025-05-29,Shift 2,MOLD972,Lifter,33.0,0.48,0.083,0.117,Pass,None,No,Fail,Needs Reapply,Pass
2025-05-29,Shift 2,MOLD473,Core Puller,69.7,1.0,0.149,0.082,Fail,Severe,No,Fail,Needs Reapply,Pass
2025-05-30,Shift 1,MOLD200,Hot Runner Manifold,76.7,0.3,0.205,0.094,Pass,None,Yes,Fail,Needs Reapply,Pass
2025-05-30,Shift 1,MOLD288,Core Puller,38.1,0.16,0.086,0.095,Fail,None,No,Pass,Needs Reapply,Pass
2025-05-30,Shift 1,MOLD814,Core Puller,65.4,0.51,0.112,0.19,Fail,Severe,No,Fail,Good,Fail
2025-05-30,Shift 2,MOLD212,Vent Groove,20.6,1.09,0.158,0.07,Fail,None,Yes,Fail,Good,Fail
2025-05-30,Shift 2,MOLD755,Gate Insert,27.6,0.79,0.442,0.037,Fail,None,Yes,Pass,Dry,Pass
2025-05-30,Shift 2,MOLD811,Cooling Channel,79.4,0.53,0.299,0.177,Fail,Minor,Yes,Pass,Dry,Fail
2025-05-31,Shift 1,MOLD634,Gate Insert,30.8,0.61,0.411,0.182,Pass,Severe,No,Pass,Dry,Fail
2025-05-31,Shift 1,MOLD896,Guide Bushing,45.1,0.41,0.363,0.082,Fail,None,Yes,Fail,Good,Pass
2025-05-31,Shift 1,MOLD564,Core Plate,96.1,0.27,0.19,0.091,Fail,Severe,Yes,Pass,Good,Fail
2025-05-31,Shift 2,MOLD802,Support Pillar,49.3,0.83,0.327,0.037,Pass,Severe,No,Fail,Dry,Pass
2025-05-31,Shift 2,MOLD864,Runner Channel,7.1,0.22,0.046,0.026,Pass,Moderate,No,Pass,Dry,Pass
2025-05-31,Shift 2,MOLD435,Vent Groove,52.1,0.94,0.36,0.12,Fail,Severe,Yes,Fail,Good,Pass
2025-06-01,Shift 1,MOLD803,Runner Channel,89.3,1.15,0.152,0.175,Fail,Minor,Yes,Pass,Dry,Fail
2025-06-01,Shift 1,MOLD748,Clamp Plate,27.1,0.25,0.027,0.197,Pass,Moderate,Yes,Pass,Dry,Fail
2025-06-01,Shift 1,MOLD932,Vent Groove,79.8,0.49,0.178,0.183,Fail,Severe,Yes,Pass,Dry,Fail
2025-06-01,Shift 2,MOLD189,Support Pillar,30.6,0.99,0.455,0.043,Pass,Minor,Yes,Pass,Needs Reapply,Pass
2025-06-01,Shift 2,MOLD865,Gate Insert,29.8,1.08,0.252,0.199,Pass,Moderate,Yes,Pass,Needs Reapply,Fail
2025-06-01,Shift 2,MOLD801,Core Puller,41.2,1.07,0.429,0.14,Fail,None,No,Pass,Needs Reapply,Fail
2025-06-02,Shift 1,MOLD955,Support Pillar,41.3,0.63,0.357,0.083,Fail,Moderate,Yes,Fail,Needs Reapply,Pass
2025-06-02,Shift 1,MOLD422,Cavity Plate,46.4,0.47,0.205,0.026,Fail,Moderate,No,Pass,Good,Pass
2025-06-02,Shift 1,MOLD412,Clamp Plate,0.3,0.56,0.492,0.162,Pass,Moderate,Yes,Pass,Needs Reapply,Fail
2025-06-02,Shift 2,MOLD522,Gate Insert,36.9,0.17,0.109,0.012,Pass,Severe,No,Fail,Dry,Pass
2025-06-02,Shift 2,MOLD755,Gate Insert,27.6,0.79,0.442,0.037,Fail,None,Yes,Pass,Dry,Pass
2025-06-02,Shift 2,MOLD397,Gate Insert,4.9,1.13,0.348,0.196,Pass,Minor,Yes,Pass,Dry,Fail
2025-06-03,Shift 1,MOLD897,Lifter,80.5,0.87,0.315,0.09,Fail,Moderate,Yes,Fail,Good,Fail
2025-06-03,Shift 1,MOLD727,Core Plate,53.7,0.41,0.351,0.181,Fail,Moderate,Yes,Fail,Needs Reapply,Fail
2025-06-03,Shift 1,MOLD702,Support Pillar,59.0,0.59,0.187,0.122,Fail,None,Yes,Fail,Good,Pass
2025-06-03,Shift 2,MOLD277,Sprue Bushing,8.3,0.82,0.045,0.173,Pass,Severe,Yes,Fail,Good,Fail
2025-06-03,Shift 2,MOLD296,Runner Channel,93.4,0.75,0.295,0.167,Pass,Severe,Yes,Fail,Dry,Fail
2025-06-03,Shift 2,MOLD936,Core Puller,94.1,0.18,0.116,0.029,Pass,Moderate,Yes,Pass,Needs Reapply,Fail
2025-06-04,Shift 1,MOLD935,Guide Bushing,64.1,0.49,0.105,0.021,Pass,Severe,No,Fail,Dry,Pass
2025-06-04,Shift 1,MOLD592,Core Plate,2.6,0.62,0.363,0.087,Fail,None,No,Pass,Dry,Pass
2025-06-04,Shift 1,MOLD113,Vent Groove,23.1,0.52,0.073,0.106,Fail,None,No,Fail,Needs Reapply,Pass
2025-06-04,Shift 2,MOLD362,Ejector Plate,12.3,0.17,0.437,0.162,Fail,Minor,Yes,Fail,Dry,Fail
2025-06-04,Shift 2,MOLD399,Ejector Pins,38.7,1.14,0.121,0.077,Fail,None,Yes,Pass,Needs Reapply,Fail
2025-06-04,Shift 2,MOLD312,Runner Channel,37.4,0.28,0.451,0.152,Fail,None,No,Fail,Needs Reapply,Fail
2025-06-05,Shift 1,MOLD742,Sprue Bushing,50.2,0.79,0.034,0.089,Pass,Moderate,No,Fail,Needs Reapply,Pass
2025-06-05,Shift 1,MOLD709,Runner Channel,25.9,0.69,0.313,0.016,Fail,Moderate,Yes,Fail,Good,Pass
2025-06-05,Shift 1,MOLD403,Sprue Bushing,27.8,0.67,0.044,0.038,Fail,Severe,No,Fail,Needs Reapply,Pass
2025-06-05,Shift 2,MOLD211,Ejector Plate,71.2,0.61,0.096,0.141,Fail,None,Yes,Pass,Dry,Pass
2025-06-05,Shift 2,MOLD226,Cavity Plate,3.3,0.35,0.046,0.176,Pass,None,Yes,Pass,Dry,Fail
2025-06-05,Shift 2,MOLD730,Guide Bushing,24.5,0.92,0.185,0.178,Pass,Moderate,Yes,Pass,Needs Reapply,Fail
2025-06-06,Shift 1,MOLD539,Core Plate,13.8,0.44,0.207,0.057,Fail,None,No,Fail,Good,Pass
2025-06-06,Shift 1,MOLD559,Vent Groove,5.7,0.37,0.459,0.097,Fail,Moderate,Yes,Fail,Needs Reapply,Pass
2025-06-06,Shift 1,MOLD666,Ejector Plate,9.7,0.13,0.23,0.031,Fail,Severe,No,Pass,Needs Reapply,Pass
2025-06-06,Shift 2,MOLD630,Core Plate,84.8,0.55,0.22,0.112,Pass,Minor,Yes,Fail,Good,Fail
2025-06-06,Shift 2,MOLD741,Guide Pin,60.8,1.03,0.323,0.076,Pass,Severe,No,Fail,Needs Reapply,Fail
2025-06-06,Shift 2,MOLD749,Cavity Plate,55.9,0.18,0.463,0.198,Fail,Moderate,Yes,Fail,Good,Fail
2025-06-07,Shift 1,MOLD845,Core Puller,99.9,0.25,0.332,0.131,Fail,Severe,No,Pass,Dry,Fail
2025-06-07,Shift 1,MOLD566,Lifter,3.4,0.81,0.406,0.152,Fail,None,No,Fail,Needs Reapply,Fail
2025-06-07,Shift 1,MOLD553,Hot Runner Manifold,32.9,0.9,0.219,0.034,Pass,Moderate,No,Pass,Dry,Pass
2025-06-07,Shift 2,MOLD503,Clamp Plate,18.1,0.74,0.388,0.16,Pass,Moderate,No,Fail,Dry,Fail
2025-06-07,Shift 2,MOLD729,Slide Unit,5.3,0.37,0.239,0.101,Pass,Severe,Yes,Fail,Good,Pass
2025-06-07,Shift 2,MOLD878,Ejector Plate,62.7,0.92,0.16,0.168,Pass,Minor,Yes,Fail,Needs Reapply,Fail
2025-06-08,Shift 1,MOLD943,Cooling Channel,38.2,0.56,0.016,0.065,Pass,Severe,Yes,Pass,Good,Pass
2025-06-08,Shift 1,MOLD821,Vent Groove,33.5,1.14,0.262,0.19,Fail,Severe,Yes,Pass,Good,Fail
2025-06-08,Shift 1,MOLD865,Ejector Pins,50.4,0.56,0.346,0.13,Fail,None,Yes,Pass,Needs Reapply,Pass
2025-06-08,Shift 2,MOLD880,Core Plate,35.8,1.09,0.285,0.146,Fail,Minor,No,Pass,Good,Fail
2025-06-08,Shift 2,MOLD134,Vent Groove,6.3,0.5,0.132,0.138,Pass,Minor,Yes,Pass,Dry,Pass
2025-06-08,Shift 2,MOLD730,Guide Bushing,24.5,0.92,0.185,0.178,Pass,Moderate,Yes,Pass,Needs Reapply,Fail
2025-06-09,Shift 1,MOLD207,Ejector Plate,14.3,0.42,0.421,0.141,Fail,Severe,No,Fail,Needs Reapply,Pass
2025-06-09,Shift 1,MOLD333,Hot Runner Manifold,18.3,0.79,0.026,0.115,Pass,Moderate,Yes,Pass,Needs Reapply,Pass
2025-06-09,Shift 1,MOLD335,Slide Unit,2.7,1.05,0.086,0.016,Fail,None,No,Pass,Good,Fail
2025-06-09,Shift 2,MOLD580,Vent Groove,37.7,0.24,0.489,0.113,Pass,None,No,Fail,Dry,Pass
2025-06-09,Shift 2,MOLD195,Slide Unit,31.5,0.96,0.111,0.077,Fail,Severe,No,Pass,Dry,Pass
2025-06-09,Shift 2,MOLD551,Cavity Plate,94.3,0.56,0.155,0.034,Pass,Severe,Yes,Fail,Good,Fail
2025-06-10,Shift 1,MOLD881,Lifter,29.5,0.49,0.371,0.05,Pass,Severe,Yes,Pass,Good,Pass
2025-06-10,Shift 1,MOLD913,Ejector Pins,54.6,0.43,0.417,0.119,Fail,Minor,No,Pass,Dry,Pass
2025-06-10,Shift 1,MOLD375,Support Pillar,89.7,0.77,0.472,0.068,Fail,Moderate,No,Fail,Needs Reapply,Fail
2025-06-10,Shift 2,MOLD620,Hot Runner Manifold,70.1,0.52,0.128,0.066,Pass,None,No,Fail,Good,Pass
2025-06-10,Shift 2,MOLD541,Hot Runner Manifold,35.7,0.5,0.153,0.108,Fail,Minor,No,Fail,Needs Reapply,Pass
2025-06-10,Shift 2,MOLD280,Core Plate,51.5,0.75,0.144,0.031,Fail,Severe,No,Pass,Good,Pass
2025-06-11,Shift 1,MOLD280,Support Pillar,31.9,0.27,0.272,0.098,Pass,Moderate,No,Fail,Needs Reapply,Pass
